local_id,source_key,title,authors,first_author,year,doi,pmid,pmcid,arxiv,venue,volume,issue,pages,publisher,lang,url,confidence,status,provenance,last_checked,parents,abstract,keywords,open_access,doc_type,hit_openalex,hit_crossref,hit_semanticscholar,match_strategy,winner_source,field_sources,filled_by_source_counts,resolver_notes
A001,manualforthestatetraitanxietyinventory,Manual for the State-Trait Anxiety Inventory,Charles D. Spielberger; Richard L. Gorsuch; Robert E. Lushene,Charles D. Spielberger,1970.0,https://openalex.org/W1607171655,,,,,,,,,en,,0.9,resolved,openalex,2026-08-16T22:28:34Z,X001,"The STAI serves as an indicator of two types of anxiety, the state and trait anxiety, and measure the severity of the overall anxiety level.The STAI, which is appropriate for those who have at least a sixth grade reading level, contains four-point Likert items. The instrument is divided into two sections, each having twenty questions. Approximately 15 minutes are required for adults to complete the both STAI. The number on the scale is positively correlated to the anxiety related to in the question.",Anxiety; Likert scale; State-Trait Anxiety Inventory; Psychology; Trait; Clinical psychology; Trait anxiety; Psychiatry; Developmental psychology; Computer science; Programming language,False,article,True,False,False,title,openalex,"{'doi': 'openalex', 'lang': 'heuristic'}","{'openalex': 1, 'heuristic': 1}",X001.R000 resolved | hits:OA | winner:openalex | filled:doi:OP; lang:HE | missing:-
A215,1010970000458320030100000012,Psychological Comorbidity and Stress Reactivity in Children and Adolescents With Recurrent Abdominal Pain and Anxiety Disorders,Lorah D. Dorn; JOHN C. CAMPO; Sathja Thato; Ronald E. Dahl; Daniel Lewin; R. Chandra; CARLO DI LORENZO,Lorah D. Dorn,2003.0,10.1097/00004583-200301000-00012,https://pubmed.ncbi.nlm.nih.gov/12500078,,,Journal of the American Academy of Child &amp; Adolescent Psychiatry,42,1,66-75,Elsevier BV,en,https://doi.org/10.1097/00004583-200301000-00012,0.9,resolved,openalex,2026-08-16T22:31:14Z,X006,,Anxiety; Comorbidity; Blood pressure; Heart rate; Depression (economics); Clinical psychology; Psychology; Anxiety disorder; Abdominal pain; Trier social stress test; Somatic anxiety; Internal medicine,False,article,True,True,True,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X006.R000 resolved | hits:OA,CR,S2 | winner:- | filled:venue:CR; lang:CR | missing:abstract"
A216,101007s1048401091288,Restoration of Vagal Tone: A Possible Mechanism for Functional Abdominal Pain,Erik Sowder; Richard Gevirtz; Warren L. Shapiro; Crystal Ebert,Erik Sowder,2010.0,10.1007/s10484-010-9128-8,https://pubmed.ncbi.nlm.nih.gov/20229150,,,Applied Psychophysiology and Biofeedback,35,3,199-206,Springer Science and Business Media LLC,en,https://doi.org/10.1007/s10484-010-9128-8,0.9,resolved,openalex,2026-08-16T22:31:15Z,X006,"Functional abdominal pain (FAP) causes disruption of daily activities/missed school days, over utilization of healthcare, unnecessary surgeries, and anxiety in 10–15% of children. Its etiology is not clearly understood, however the success of several clinical protocols suggests that autonomic dysregulation is a factor. In this study autonomic activity, including heart rate variability (HRV), was compared between children with FAP and a comparison group. Twenty children with FAP and 10 children without FAP between the ages of 5 and 17&nbsp;years old were compared on autonomic regulation using an ambulatory system at baseline and 8&nbsp;weeks later. Children with FAP participated in 6 sessions of HRV biofeedback aimed at normalizing autonomic balance. At baseline, children with FAP appear to have more autonomic dysregulation than children without FAP. After completing HRV biofeedback, the FAP group was able to significantly reduce their symptoms in relation to significantly increasing their autonomic balance. In a sample of children with FAP, it appears that HRV biofeedback treatment improved their symptoms and that a change in vagal tone was a potential mediator for this improvement. The present study appears to point to excessive vagal withdrawal as an underlying mechanism of FAP.",Heart rate variability; Biofeedback; Medicine; Vagal tone; Autonomic nervous system; Ambulatory; Anxiety; Heart rate; Balance (ability); Anesthesia; Abdominal pain; Internal medicine,False,article,True,True,True,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref', 'abstract': 'unpaywall'}","{'crossref': 7, 'unpaywall': 1}","X006.R000 resolved | hits:OA,CR,S2 | winner:- | filled:venue:CR; lang:CR; abstract:UN | missing:-"
A217,101111j16512227200801096x,Playing a violent television game affects heart rate variability,Malena Ivarsson; Martin Anderson; Torbjörn Åkerstedt; Frank Lindblad,Malena Ivarsson,2008.0,10.1111/j.1651-2227.2008.01096.x,https://pubmed.ncbi.nlm.nih.gov/19006532,,,Acta Paediatrica,98,1,166-172,Wiley,en,https://doi.org/10.1111/j.1651-2227.2008.01096.x,0.9,resolved,openalex,2026-08-16T22:31:17Z,X006,"OBJECTIVE: To investigate how playing a violent/nonviolent television game during the evening affects sympathetic and parasympathetic reactions during and after playing as well as sleep quality during the night after playing. SUBJECTS AND METHODS: In total, 19 boys, 12-15 years of age, played television games on two occasions in their homes and participated once without gaming. Heart rate, heart rate variability (HRV) and physical activity were measured during gaming/participating and the night to follow using a portable combined heart rate and movement sensor. A sleep diary and questionnaires about gaming experiences and session-specific experiences were filled in. Criteria for Selection of Games: Violent game involves/rewards direct physical violence (no handguns) against another person, and nonviolent game involves/rewards no violence; same game design ('third-person game'); conducted in the same manner; no differences concerning motor activity; similar sound and light effects; no sexual content, violence against women or racial overtones. RESULTS: During violent (vs. nonviolent) gaming, there was significantly higher activity of the very low frequency component of the HRV and total power. During the night after playing, very low frequency, low frequency and high frequency components were significantly higher during the violent (vs. nonviolent) condition, just as total power. There were no significant differences between the three conditions (violent/nonviolent/no gaming) with respect to an index reflecting subjectively perceived sleep difficulties. Nor was there any difference between violent and nonviolent condition for any single sleep item. CONCLUSION: Violent gaming induces different autonomic responses in boys compared to nonviolent gaming--during playing and during the following night--suggesting different emotional responses. Subjectively perceived sleep quality is not influenced after a single gaming experience. Future studies should address the development of the autonomic balance after gaming over longer time than a night, physiological adaptation to frequent gaming and potential gender differences.",Medicine; Video game; Poison control; Injury prevention; Suicide prevention; Human factors and ergonomics; Medical emergency; Multimedia; Computer science,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X006.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-"
A218,101017s146114570100236x,Enhanced stress reactivity in paediatric anxiety disorders: implications for future cardiovascular health,Catherine Monk; Pavel Kovelenko; Lauren M. Ellman; Richard P. Sloan; Emilia Bagiella; Jack M. Gorman; Daniel S. Pine,Catherine Monk,2001.0,10.1017/s146114570100236x,https://pubmed.ncbi.nlm.nih.gov/11468091,,,The International Journal of Neuropsychopharmacology,4,02,,Oxford University Press (OUP),en,https://doi.org/10.1017/s146114570100236x,0.9,resolved,openalex,2026-08-16T22:31:18Z,"X006,X013","The aim was to clarify the developmental nature of associations between psychiatric illness and risk for cardiovascular disease by investigating differences in cardiac functioning between youth with anxiety disorders and healthy controls. Twenty-two children meeting DSM-IV criteria for either separation anxiety disorder, overanxious disorder, panic disorder/panic attacks, or social phobia and 12 healthy controls underwent continuous electrocardiogram and respiration rate monitoring during a 15 min baseline period and 15 min of exposure to 5% CO(2). Heart rate (HR) and high frequency heart rate variability (HRV), a non-invasive measure of cardiac parasympathetic control, were calculated. Youth with anxiety disorders had higher and less fluctuating HR during baseline. Data also suggested that probands showed diminished overall changes in HRV during baseline and CO(2) inhalation relative to controls. However, as respiration rate affects HRV, these findings were confounded by changes in respiration elicited by CO(2) inhalation. The data suggest that youth with anxiety disorders experience an elevated and less fluctuating HR in the face of a novel situation, possibly due to a failure to appropriately modulate HRV. In adults, sustained elevations in HR in conjunction with deficient vagal modulation predicts risk for future cardiovascular disease. As such, the current data suggest that the presence of an anxiety disorder may identify youth who exhibit autonomic profiles that place them at risk for cardiac disease.",Anxiety; Heart rate variability; Panic disorder; Heart rate; Vagal tone; Psychology; Depression (economics); Internal medicine; Medicine; Disease; Anxiety disorder; Panic,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 6},"X006.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-"
A219,101002dev20582,Sympathetic and parasympathetic responses to social stress across adolescence,Tom Hollenstein; Adrian McNeely; Jenny Eastabrook; Allison R. Mackey; Jessica J. Flynn,Tom Hollenstein,2011.0,10.1002/dev.20582,https://pubmed.ncbi.nlm.nih.gov/21688260,,,Developmental Psychobiology,54,2,207-214,Wiley,en,https://doi.org/10.1002/dev.20582,0.9,resolved,openalex,2026-08-16T22:31:18Z,X006,"Many transformations that occur in adolescence are related to emotion and emotion regulation, yet very little is known about the autonomic underpinnings of these changes. The aim of the study was to document age-related differences in autonomic responses to social stress and relations to emotion regulation. Ninety-nine female adolescents engaged in a paced breathing and a spontaneous speech task while electrocardiography measurements were taken. Spectral decomposition of the heart period data was used to create measures of sympathetic and parasympathetic activity. Results revealed a positive correlation between age and sympathetic activity and a negative correlation between age and parasympathetic activity. These findings contribute to a better understanding of the age-related norms of cardiac variability across adolescence.",Psychology; Vagal tone; Correlation; Parasympathetic nervous system; Heart rate variability; Sympathetic activity; Autonomic nervous system; Developmental psychology; Negative correlation; Stress (linguistics); Audiology; Internal medicine,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X006.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-"
A220,101002da1019,Heart rate and QT variability in children with anxiety disorders: A preliminary report,Vikram K. Yeragani; K.A. Radhakrishna Rao; Robert Pohl; V.C. Jampala; Richard Balon,Vikram K. Yeragani,2001.0,10.1002/da.1019,https://pubmed.ncbi.nlm.nih.gov/11301923,,,Depression and Anxiety,13,2,72-77,Hindawi Limited,en,https://doi.org/10.1002/da.1019,0.9,resolved,openalex,2026-08-16T22:31:18Z,X006,"This study compared beat-to-beat heart rate and QT variability in children with anxiety disorders (n = 7) and normal controls (n = 15) by using an automated algorithm to compute QT intervals. An increase in QT variability appears to be associated with a higher risk for sudden cardiac death. A decrease in heart rate variability is also linked to significant cardiovascular events. Supine detrended QT variability, QT variability corrected for mean QT interval, and QTvi (a log ratio of QT variance normalized for mean QT over heart rate variability normalized for mean heart rate) were significantly higher in children with anxiety compared to controls (P < 0.05). The largest Lyapunov Exponent (LLE) of heart rate time series was significantly lower (P < 0.05) in children with anxiety compared to controls. These findings suggest a relative increase in sympathetic activity and a relative decrease in cardiac vagal activity in children with anxiety disorders, and are discussed in the context of the effects of tricyclics on cardiac autonomic function in children, and the rare occurrence of sudden death during tricyclic antidepressant treatment.",Heart rate variability; QT interval; Heart rate; Anxiety; Cardiology; Internal medicine; Medicine; Sudden cardiac death; Supine position; Long QT syndrome; Sudden death; Electrocardiography,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X006.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-"
A221,101093jpepsyjsq070,Self-Reported and Laboratory-Based Responses to Stress in Children with Recurrent Pain and Anxiety,Lynette Dufton; Madeleine J. Dunn; Laura S. Slosky; Bruce E. Compas,Lynette Dufton,2010.0,10.1093/jpepsy/jsq070,https://pubmed.ncbi.nlm.nih.gov/20736388,,,Journal of Pediatric Psychology,36,1,95-105,Oxford University Press (OUP),en,https://doi.org/10.1093/jpepsy/jsq070,0.9,resolved,openalex,2026-08-16T22:31:18Z,X006,"OBJECTIVE: To examine heart rate (HR) responses to and coping with stress in children with recurrent abdominal pain (RAP), anxiety, and healthy controls. METHODS: A clinical sample (children with RAP and children with anxiety) was compared to control children on self-reported and HR responses to stress and a laboratory test of pain tolerance and intensity (cold pressor). RESULTS: Children in the clinical sample had elevated HRs compared to healthy controls before, during, and after laboratory tasks. Self-reported stress reactivity to social stress was positively correlated with HR at all study time intervals. Secondary control coping with social stress was negatively correlated with HR at most study time intervals. Internalizing symptoms were positively correlated with HR and self-reported stress reactivity. CONCLUSIONS: Stress reactivity, as reflected in both self-reported and HR responses to laboratory stressors, is related to the presence of both RAP and anxiety in children.",Stressor; Anxiety; Cold pressor test; Coping (psychology); Heart rate; Psychology; Clinical psychology; Reactivity (psychology); Social stress; Pain tolerance; Medicine; Internal medicine,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X006.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-"
A222,101007s0024600893278,Autonomic Nervous System Function in Infants and Adolescents: Impact of Autonomic Tests on Heart Rate Variability,Elke Longin; Carmen Dimitriadis; S. Shazi; Thorsten Gerstner; Tamara Lenz; Stephan König,Elke Longin,2008.0,10.1007/s00246-008-9327-8,https://pubmed.ncbi.nlm.nih.gov/19037686,,,Pediatric Cardiology,30,3,311-324,Springer Science and Business Media LLC,en,https://doi.org/10.1007/s00246-008-9327-8,0.9,resolved,openalex,2026-08-16T22:31:19Z,X006,"Measurement of heart rate variability (HRV) shows information on the functional state of the autonomic nervous system (ANS). In adults there are standardized autonomic tests and well-established ranges of normal values, which is not the case in children. The aim of the present study was (1) to introduce an ANS test battery, especially for children and adolescents; (2) to establish normative HRV parameters; and (3) to determine the impact of ANS tests on HRV parameters compared with baseline measurements. We investigated 100 healthy children and adolescents between 6 and 15&nbsp;years old. We subdivided the investigated group into a group of children (5–11&nbsp;years old) and adolescents (12–15&nbsp;years old) and measured HRV by time and frequency domain parameters during baseline, rhythmic breathing, Valsalva test, active standing, tilt-table testing, and handgrip test. The normative HRV data are presented by means, SDs, medians, and percentiles. The results described refer to baseline values for each HRV parameter separately to demonstrate the influence of age on HRV parameters. The study results present not only first normative HRV data for an autonomic test battery especially adapted to children and adolescents, but they also quantify the autonomic changes induced by test procedures compared with baseline measurements.",Medicine; Autonomic nervous system; Cardiac surgery; Autonomic function; Heart rate variability; Vascular surgery; Heart rate; Cardiology; Internal medicine; Blood pressure,False,article,True,True,True,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref', 'abstract': 'unpaywall'}","{'crossref': 7, 'unpaywall': 1}","X006.R000 resolved | hits:OA,CR,S2 | winner:- | filled:venue:CR; lang:CR; abstract:UN | missing:-"
A223,101111j165122272001tb02425x,Personality profiles and heart rate variability (vagal tone) in children with recurrent abdominal pain,E Olafsdottir; Bjørn Ellertsen; Arnold Berstad; G Fluge,E Olafsdottir,2001.0,10.1111/j.1651-2227.2001.tb02425.x,https://pubmed.ncbi.nlm.nih.gov/11440095,,,Acta Paediatrica,90,6,632-637,Wiley,en,https://doi.org/10.1111/j.1651-2227.2001.tb02425.x,0.9,resolved,openalex,2026-08-16T22:31:21Z,X006,"UNLABELLED: The aim of the study was to explore psychological factors and autonomic activity in children with recurrent abdominal pain and to compare them with those in a control group of healthy children. The Personality Inventory for Children was used for assessment of developmental, emotional and psychosocial factors in 25 children with recurrent abdominal pain (age, 7-15 y). Parasympathetic and sympathetic functions in these children and in 23 healthy control subjects (age, 7-13 y) were also investigated, non-invasively using a computerized polygraph. Vagal tone (parasympathetic function) was indexed by calculation of respiratory sinus arrhythmia in beats/min. Skin conductance (sympathetic function) was recorded by the constant current method. On the Personality Inventory for Children, 16 patients had high scores on somatic concern. Several patients had scores in the clinical range for depression, withdrawal and anxiety, but the mean scores for these personality profile scales were well within the normal range of healthy children. Interestingly, there was a spike on the L (Lie)-scale for most of the patients and 15 patients had scores above or close to the clinical cut-off value. As compared with the scores in healthy children, vagal tone and sympathetic tone were normal. CONCLUSION: Many children with recurrent abdominal pain have scores in the clinical range for depression, withdrawal, anxiety and L-scale indicating coping problems, denial and a trend towards somatic concern that may contribute to the evolution of abdominal pain. Autonomic nerve activity was not disturbed in these children.",Vagal tone; Medicine; Eysenck Personality Questionnaire; Anxiety; Heart rate variability; Heart rate; Psychosocial; Personality; Autonomic nervous system; Anesthesia; Internal medicine; Psychiatry,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X006.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-"
A224,101093jpepsyjsp010,Exploring Psychophysiological Markers of Vulnerability to Somatic Illnesses in Females,Alison E. Hipwell; Kate Keenan; Anna L. Marsland,Alison E. Hipwell,2009.0,10.1093/jpepsy/jsp010,https://pubmed.ncbi.nlm.nih.gov/19286887,,,Journal of Pediatric Psychology,34,9,1030-1039,Oxford University Press (OUP),en,https://doi.org/10.1093/jpepsy/jsp010,0.9,resolved,openalex,2026-08-16T22:31:21Z,X006,"OBJECTIVE: To examine the association between biological stress regulation and somatic complaints in young girls prior to the onset of clear psychopathology such as somatization disorder. METHODS: Salivary cortisol, heart rate variability (HRV), and negative mood were assessed in 48 12-year-old girls in response to the Trier Social Stress Test for Children (TSST-C). Parent and child report on the Children's Somatization Inventory was used to identify girls with high and low somatic complaints. RESULTS: Girls with high levels of somatic complaints had significantly higher initial levels of cortisol, which decreased over time, and showed a trend for a more limited HRV in response to the TSST-C than girls with low levels of somatic complaints. CONCLUSIONS: High levels of cortisol and possibly low HRV among girls with somatic complaints may interfere with flexibility in responding to typical psychosocial stressors, which may increase vulnerability to the onset of somatic illnesses in females.",Somatization; Somatic cell; Psychology; Stressor; Trier social stress test; Psychopathology; Psychosocial; Clinical psychology; Heart rate variability; Mood; Psychiatry; Anxiety,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X006.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-"
A225,101016jjpain200804007,Core Outcome Domains and Measures for Pediatric Acute and Chronic/Recurrent Pain Clinical Trials: PedIMMPACT Recommendations,Patrick J. McGrath; Gary A. Walco; Dennis C. Turk; Robert H. Dworkin; M. Brown; Karina W. Davidson; Christopher Eccleston; G. Allen Finley; Kenneth R. Goldschneider; Lynne Haverkos; Sharon Hertz; Gustaf Ljungman; Tonya M. Palermo; Bob A. Rappaport; Thomas Rhodes; Neil L. Schechter; Jane Scott; Navil F. Sethna; Ola Svensson; Jennifer Stinson; Carl L. von Baeyer; Lynn S. Walker; Steven J. Weisman; Richard E. White; Anne Zajicek; Lonnie K. Zeltzer,Patrick J. McGrath,2008.0,10.1016/j.jpain.2008.04.007,https://pubmed.ncbi.nlm.nih.gov/18562251,,,The Journal of Pain,9,9,771-783,Elsevier BV,en,https://doi.org/10.1016/j.jpain.2008.04.007,0.9,resolved,openalex,2026-08-16T22:31:21Z,X006,,Medicine; Clinical trial; Delphi method; Physical therapy; Chronic pain; MEDLINE; Adverse effect; Mathematics; Internal medicine; Law; Pathology; Statistics,False,article,True,True,True,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X006.R000 resolved | hits:OA,CR,S2 | winner:- | filled:venue:CR; lang:CR | missing:abstract"
A226,101007s1048400790466,Integrating a Portable Biofeedback Device into Clinical Practice for Patients with Anxiety Disorders: Results of a Pilot Study,Robert Reiner,Robert Reiner,2008.0,10.1007/s10484-007-9046-6,https://pubmed.ncbi.nlm.nih.gov/18286369,,,Applied Psychophysiology and Biofeedback,33,1,55-61,Springer Science and Business Media LLC,en,https://doi.org/10.1007/s10484-007-9046-6,0.9,resolved,openalex,2026-08-16T22:31:23Z,X006,"This study examined the effectiveness of a portable Respiratory Sinus Arrhythmia (RSA) biofeedback device as an adjunct to CBT in persons with anxiety disorders and other disorders associated with autonomic dysfunction attending outpatient treatment. Participants were 24 individuals attending outpatient cognitive behavioral treatment for a range of anxiety disorders. Participants were assessed over a 3&nbsp;week period. Outcomes included measures of anxiety (STAI-Y), sleep disturbances (PSQI), anger (STAEI), and subjective questions about the effectiveness of the device as a treatment adjunct. Significant reductions were found for anxiety and anger and for certain sleep variables (e.g. sleep latency). There was a significant dos–effect in that those who were more compliant had significantly greater reductions in most domains including sleep, anger and trait anxiety. Overall, participants found the device more helpful than other relaxation techniques such as mediation, yoga and unassisted breathing techniques but less helpful than exercise. The most frequently endorsed side effects were dizziness (15%) and sleepiness (55%). These preliminary results suggest that portable RSA biofeedback appears to be a promising treatment adjunct for disorders of autonomic arousal and is easily integrated into treatment. Results support the need for further investigation with more rigorous experimental designs.",Anxiety; Biofeedback; Anger; Arousal; Relaxation (psychology); Health psychology; Clinical psychology; Mood; Physical therapy; Psychology; Medicine; Psychiatry,False,article,True,True,True,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref', 'abstract': 'unpaywall'}","{'crossref': 7, 'unpaywall': 1}","X006.R000 resolved | hits:OA,CR,S2 | winner:- | filled:venue:CR; lang:CR; abstract:UN | missing:-"
A227,1011861751075975,"Relationship between autonomic cardiovascular control, case definition, clinical symptoms, and functional disability in adolescent chronic fatigue syndrome: an exploratory study",Vegard Bruun Wyller; Ingrid B. Helland,Vegard Bruun Wyller,2013.0,10.1186/1751-0759-7-5,https://pubmed.ncbi.nlm.nih.gov/23388153,,,BioPsychoSocial Medicine,7,1,5,Springer Science and Business Media LLC,en,https://doi.org/10.1186/1751-0759-7-5,0.9,resolved,openalex,2026-08-16T22:31:25Z,X006,"Chronic Fatigue Syndrome (CFS) is characterized by severe impairment and multiple symptoms. Autonomic dysregulation has been demonstrated in several studies. We aimed at exploring the relationship between indices of autonomic cardiovascular control, the case definition from Centers for Disease Control and Prevention (CDC criteria), important clinical symptoms, and disability in adolescent chronic fatigue syndrome. 38 CFS patients aged 12-18 years were recruited according to a wide case definition (ie. not requiring accompanying symptoms) and subjected to head-up tilt test (HUT) and a questionnaire. The relationships between variables were explored with multiple linear regression analyses. In the final models, disability was positively associated with symptoms of cognitive impairments (p<0.001), hypersensitivity (p<0.001), fatigue (p=0.003) and age (p=0.007). Symptoms of cognitive impairments were associated with age (p=0.002), heart rate (HR) at baseline (p=0.01), and HR response during HUT (p=0.02). Hypersensitivity was associated with HR response during HUT (p=0.001), high-frequency variability of heart rate (HF-RRI) at baseline (p=0.05), and adherence to the CDC criteria (p=0.005). Fatigue was associated with gender (p=0.007) and adherence to the CDC criteria (p=0.04). In conclusion, a) The disability of CFS patients is not only related to fatigue but to other symptoms as well; b) Altered cardiovascular autonomic control is associated with certain symptoms; c) The CDC criteria are poorly associated with disability, symptoms, and indices of altered autonomic nervous activity.",Medicine; Chronic fatigue syndrome; Heart rate variability; Autonomic nervous system; Heart rate; Internal medicine; Disease; Tilt table test; Cognition; Depression (economics); Physical therapy; Blood pressure,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X006.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-"
A228,101002da1039,"Yeragani VK, Radhakrishna Rao KA, Pohl R, Jampala VC, Balon R. 2001. Heart rate and QT variability in children with anxiety disorders: A preliminary report. Depression and Anxiety 13:72-77",,,2001.0,10.1002/da.1039,,,,Depression and Anxiety,13,4,198-198,Hindawi Limited,en,https://doi.org/10.1002/da.1039,0.9,resolved,openalex,2026-08-16T22:31:25Z,X006,"In Table 3 of the article referenced above, the values of MED and LLE reflect a parallel algorithm used. However the correct values are presented in the following version of Table 3. The authors regret the oversight.",Anxiety; Regret; Depression (economics); Psychology; Psychiatry; Citation; Clinical psychology; Computer science; Library science; Machine learning; Economics; Macroeconomics,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X006.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-"
A229,101080080352501750258685,Personality profiles and heart rate variability (vagal tone) in children with recurrent abdominal pain,E Olafsdottir; B Ellertsen; Arnold Berstad; G Fluge,E Olafsdottir,2001.0,10.1080/080352501750258685,,,,Acta Paediatrica,90,6,632-637,Wiley,en,https://doi.org/10.1080/080352501750258685,0.9,resolved,openalex,2026-08-16T22:31:26Z,X006,"The aim of the study was to explore psychological factors and autonomic activity in children with recurrent abdominal pain and to compare them with those in a control group of healthy children. The Personality Inventory for Children was used for assessment of developmental, emotional and psychosocial factors in 25 children with recurrent abdominal pain (age, 7–15 y). Parasympathetic and sympathetic functions in these children and in 23 healthy control subjects (age, 7–13 y) were also investigated, non-invasively using a computerized polygraph. Vagal tone (parasympathetic function) was indexed by calculation of respiratory sinus arrhythmia in beats/min. Skin conductance (sympathetic function) was recorded by the constant current method. On the Personality Inventory for Children, 16 patients had high scores on somatic concern. Several patients had scores in the clinical range for depression, withdrawal and anxiety, but the mean scores for these personality profile scales were well within the normal range of healthy children. Interestingly, there was a spike on the L (Lie)-scale for most of the patients and 15 patients had scores above or close to the clinical cut-off value. As compared with the scores in healthy children, vagal tone and sympathetic tone were normal. Conclusion: Many children with recurrent abdominal pain have scores in the clinical range for depression, withdrawal, anxiety and L-scale indicating coping problems, denial and a trend towards somatic concern that may contribute to the evolution of abdominal pain. Autonomic nerve activity was not disturbed in these children.",Vagal tone; Medicine; Eysenck Personality Questionnaire; Anxiety; Heart rate variability; Personality; Psychosocial; Autonomic nervous system; Heart rate; Anesthesia; Internal medicine; Psychiatry,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'heuristic'}","{'crossref': 6, 'heuristic': 1}","X006.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:HE | missing:-"
