local_id,source_key,title,authors,first_author,year,doi,pmid,pmcid,arxiv,venue,volume,issue,pages,publisher,lang,url,confidence,status,provenance,last_checked,parents,abstract,keywords,open_access,doc_type,hit_openalex,hit_crossref,hit_semanticscholar,match_strategy,winner_source,field_sources,filled_by_source_counts,resolver_notes,el_outcome,el_failed_ids,el_missing_ids,el_met_ids,el_uncertain_ids,el_evidence_json,el_reason_summary
A015,101186s129380150063z,Analysis of short-term heart rate and diastolic period variability using a refined fuzzy entropy method,Lizhen Ji; Peng Li; Ke Li; Xinpei Wang; Changchun Liu,Lizhen Ji,2015.0,10.1186/s12938-015-0063-z,https://pubmed.ncbi.nlm.nih.gov/26126807,,,BioMedical Engineering OnLine,14,1,,Springer Science and Business Media LLC,en,https://doi.org/10.1186/s12938-015-0063-z,0.9,resolved,openalex,2026-08-16T22:28:36Z,X001,"BACKGROUND: Heart rate variability (HRV) has been widely used in the non-invasive evaluation of cardiovascular function. Recent studies have also attached great importance to the cardiac diastolic period variability (DPV) examination. Short-term variability measurement (e.g., 5 min) has drawn increasing attention in clinical practice, since it is able to provide almost immediate measurement results and enables the real-time monitoring of cardiovascular function. However, it is still a contemporary challenge to robustly estimate the HRV and DPV parameters based on short-term recordings. METHODS: In this study, a refined fuzzy entropy (rFuzzyEn) was developed by substituting a piecewise fuzzy membership function for the Gaussian function in conventional fuzzy entropy (FuzzyEn) measure. Its stability and robustness against additive noise compared with sample entropy (SampEn) and FuzzyEn, were examined by two well-accepted simulation models-the [Formula: see text] noise and the Logistic attractor. The rFuzzyEn was further applied to evaluate clinical short-term (5 min) HRV and DPV of the patients with coronary artery stenosis and healthy volunteers. RESULTS: Simulation results showed smaller fluctuations in the rFuzzyEn than in SampEn and FuzzyEn values when the data length was decreasing. Besides, rFuzzyEn could distinguish the simulation models with different amount of additive noise even when the percentage of additive noise reached 60%, but neither SampEn nor FuzzyEn showed comparable performance. Clinical HRV analysis did not indicate any significant differences between the patients with coronary artery disease and the healthy volunteers in all the three mentioned entropy measures (all p > 0.20). But clinical DPV analysis showed that the patient group had a significantly higher rFuzzyEn (p < 0.01) than the healthy group. However, no or less significant difference was observed between the two groups in either SampEn (p = 0.14) or FuzzyEn (p = 0.05). CONCLUSIONS: Our proposed rFuzzyEn outperformed conventional SampEn and FuzzyEn in terms of both stability and robustness against additive noise, particularly when the data set was relatively short. Analysis of DPV using rFuzzyEn may provide more valuable information to assess the cardiovascular states than the other entropy measures and has a potential for clinical application.",Sample entropy; Heart rate variability; Approximate entropy; Mathematics; Medicine; Statistics; Piecewise; Coronary artery disease; Cardiology; Fuzzy logic; Entropy (arrow of time); Internal medicine,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 6},"X001.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A293,cognitiveprocessingtherapyforptsdacomprehensivemanual,Cognitive processing therapy for PTSD a comprehensive manual,Patricia A. Resick; Candice M. Monson; Kathleen M. Chard,Patricia A. Resick,,https://openalex.org/W3011233335,,,,,,,,,en,,0.9,resolved,openalex,2026-08-16T22:32:14Z,X008,,Cognitive processing therapy; Psychology; Cognition; Cognitive therapy; Psychotherapist; Clinical psychology; Psychiatry,False,article,True,False,False,title,openalex,"{'doi': 'openalex', 'lang': 'heuristic'}","{'openalex': 1, 'heuristic': 1}",X008.R000 resolved | hits:OA | winner:openalex | filled:doi:OP; lang:HE | missing:abstract,PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A302,103389fphys201500039,Dissection of the radical reactions linked to fetal hemoglobin reveals enhanced pseudoperoxidase activity,Khuanpiroon Ratanasopa; Michael Brad Strader; Abdu I. Alayash; Leif Bülow,Khuanpiroon Ratanasopa,2015.0,10.3389/fphys.2015.00039,https://pubmed.ncbi.nlm.nih.gov/25750627,,,Frontiers in Physiology,6,,,Frontiers Media SA,en,https://doi.org/10.3389/fphys.2015.00039,0.9,resolved,openalex,2026-08-16T22:32:23Z,X012,"In the presence of excess hydrogen peroxide (H2O2), ferrous (Fe(+2)) human hemoglobin (Hb) (α2β2) undergoes a rapid conversion to a higher oxidation ferryl state (Fe(+4)) which rapidly autoreduces back to the ferric form (Fe(+3)) as H2O2 is consumed in the reaction. In the presence of additional H2O2 the ferric state can form both ferryl Hb and an associated protein radical in a pseudoperoxidative cycle that results in the loss of radicals and heme degradation. We examined whether adult HbA (β2α2) exhibits a different pseudoenzymatic activity than fetal Hb (γ2α2) due to the switch of γ to β subunits. Rapid mixing of the ferric forms of both proteins with excess H2O2 resulted in biphasic kinetic time courses that can be assigned to γ/β and α, respectively. Although there was a 1.5 fold increase in the fast reacting γ /β subunits the slower reacting phases (attributed to α subunits of both proteins) were essentially the same. However, the rate constant for the auto-reduction of ferryl back to ferric for both proteins was found to be 76% higher for HbF than HbA and in the presence of the mild reducing agent, ascorbate there was a 3-fold higher reduction rate in ferryl HbF as opposed to ferryl HbA. Using quantitative mass spectrometry in the presence of H2O2 we found oxidized γ/β Cys93, to be more abundantly present in HbA than HbF, whereas higher levels of nitrated β Tyr35 containing peptides were found in HbA samples treated with nitrite. The extraordinary stability of HbF reported here may explain the evolutionary advantage this protein may confer onto co-inherited hemoglobinopathies and can also be utilized in the engineering of oxidatively stable Hb-based oxygen carriers.",Chemistry; Ferric; Hemoglobin; Hydrogen peroxide; Ferrous; Fetal hemoglobin; Methemoglobin; Radical; Nitrite; Hemeprotein; Heme; Peroxide,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'heuristic'}","{'crossref': 4, 'heuristic': 1}","X012.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:HE | missing:-",EXCLUSION_SUPPRESSED,,,,,"{""EC-38"": {""status"": ""SUPPRESSED"", ""decision"": ""meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": ""Dissection of the radical reactions linked to fetal hemoglobin reveals enhanced pseudoperoxidase activity"", ""quote_valid"": true, ""span"": [0, 65], ""used"": true}}","EXCLUSION_SUPPRESSED: the model returned an excluding verdict on EC-38 which passed the evidence gate. Flag-only is in force for this provider, so the record was NOT excluded and needs human review."
A308,101016jultsonch201505010,The effect of high viscosity on the collapse-like chaotic and regular periodic oscillations of a harmonically excited gas bubble,Ferenc Hegedűs; Kálmán Klapcsik,Ferenc Hegedűs,2015.0,10.1016/j.ultsonch.2015.05.010,https://pubmed.ncbi.nlm.nih.gov/26186832,,,Ultrasonics Sonochemistry,27,,153-164,Elsevier BV,en,https://doi.org/10.1016/j.ultsonch.2015.05.010,0.9,resolved,openalex,2026-08-16T22:32:28Z,X012,,Mechanics; Bubble; Viscosity; Chaotic; Sonochemistry; Physics; Cavitation; Shock wave; Excited state; Shock (circulatory); Bifurcation theory; Predictability,False,article,True,True,True,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 6},"X012.R000 resolved | hits:OA,CR,S2 | winner:- | filled:venue:CR; lang:CR | missing:abstract",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A311,101016jicheatmasstransfer201505026,Influences of pressure amplitudes and frequencies of dual-frequency acoustic excitation on the mass transfer across interfaces of gas bubbles,Yuning Zhang; D.R. Billson; Shengcai Li,Yuning Zhang,2015.0,10.1016/j.icheatmasstransfer.2015.05.026,,,,International Communications in Heat and Mass Transfer,66,,167-171,Elsevier BV,en,https://doi.org/10.1016/j.icheatmasstransfer.2015.05.026,0.9,resolved,openalex,2026-08-16T22:32:30Z,X012,,Acoustics; Amplitude; Bubble; Excitation; Acoustic wave; Sound pressure; Physics; Computational physics; Mechanics; Materials science; Optics; Quantum mechanics,False,article,True,True,True,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 6},"X012.R000 resolved | hits:OA,CR,S2 | winner:- | filled:venue:CR; lang:CR | missing:abstract",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A312,1010800022250x20151022280,Temporary Bluffing Can Be Rewarding in Social Systems: The Case of Romantic Relationships,Sergio Rinaldi; Pietro Landi; Fabio Della Rossa,Sergio Rinaldi,2015.0,10.1080/0022250x.2015.1022280,,,,The Journal of Mathematical Sociology,39,3,203-220,Informa UK Limited,en,https://doi.org/10.1080/0022250x.2015.1022280,0.9,resolved,openalex,2026-08-16T22:32:31Z,X012,"We show in this article that temporary bluffing has the power of promoting the transition from a bad to a good state in social systems. The analysis is carried out with reference to the simplest unit of interest in sociology—the couple—but it can be certainly extended to larger social groups. More precisely, an already available mathematical model shows that couples composed of so-called secure individuals with neither too high nor too low appeals have two alternative romantic regimes—one satisfactory and one not. Thus, if one of these couples is trapped in its unsatisfactory regime the problem is how to escape from that trap and switch to the satisfactory regime. Temporary bluffing, namely, giving to the partner for a sufficiently long time a biased impression of the involvement or of the appeal, is a very effective, though not unique, way for performing the switch. This, in a sense, attenuates the negative moral value usually given to bluffing in social behavior.",Power (physics); Romance; Social psychology; Appeal; Sociology; Value (mathematics); Computer security; Psychology; Positive economics; Economics; Computer science; Law,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X012.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A320,101016jjlp201504011,Dynamic behaviour of direct spring loaded pressure relief valves in gas service: II reduced order modelling,Csaba Hős; Alan Champneys; K. Paul; M. McNeely,Csaba Hős,2015.0,10.1016/j.jlp.2015.04.011,,,,Journal of Loss Prevention in the Process Industries,36,,1-12,Elsevier BV,en,https://doi.org/10.1016/j.jlp.2015.04.011,0.9,resolved,openalex,2026-08-16T22:32:38Z,X012,,Mechanics; Relief valve; Instability; Dimensionless quantity; Plug flow; Cylinder; Flow (mathematics); Inlet; Mass flow rate; Engineering; Physics; Thermodynamics,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 6},"X012.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:abstract",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A355,105334jors151,DifferentialEquations.jl – A Performant and Feature-Rich Ecosystem for Solving Differential Equations in Julia,Christopher Rackauckas; Qing Nie,Christopher Rackauckas,2017.0,10.5334/jors.151,,,,Journal of Open Research Software,5,1,15,"Ubiquity Press, Ltd.",en,https://doi.org/10.5334/jors.151,0.9,resolved,openalex,2026-08-16T22:32:57Z,X012,"DifferentialEquations.jl is a package for solving differential equations in Julia. It covers discrete equations (function maps, discrete stochastic (Gillespie/Markov) simulations), ordinary differential equations, stochastic differential equations, algebraic differential equations, delay differential equations, hybrid differential equations, jump diffusions, and (stochastic) partial differential equations. Through extensive use of multiple dispatch, metaprogramming, plot recipes, foreign function interfaces (FFI), and call-overloading, DifferentialEquations.jl offers a unified user interface to solve and analyze various forms of differential equations while not sacrificing features or performance. Many modern features are integrated into the solvers, such as allowing arbitrary user-defined number systems for high-precision and arithmetic with physical units, built-in multithreading and parallelism, and symbolic calculation of Jacobians. Integrated into the package is an algorithm testing and benchmarking suite to both ensure accuracy and serve as an easy way for researchers to develop and distribute their own methods. Together, these features build a highly extendable suite which is feature-rich and highly performant.Funding statement: This work was partially supported by NIH grants P50GM76516 and R01GM107264 and NSF grants DMS1562176 and DMS1161621. This material is based upon work supported by the National Science Foundation Graduate Research Fellowship under Grant No. DGE-1321846, the National Academies of Science, Engineering, and Medicine via the Ford Foundation, and the National Institutes of Health Award T32 EB009418. Its contents are solely the responsibility of the authors and do not necessarily represent the official views of the NIH.",Computer science; Differential algebraic equation; Differential equation; Stochastic differential equation; Applied mathematics; Theoretical computer science; Ordinary differential equation; Algebra over a field; Mathematics; Pure mathematics; Mathematical analysis,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'heuristic'}","{'crossref': 6, 'heuristic': 1}","X012.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:HE | missing:-",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A356,101103physreve94052205,Excitation and suppression of chimera states by multiplexing,Vladimir Maksimenko; В. В. Макаров; Bidesh K. Bera; Dibakar Ghosh; Syamal K. Dana; Mikhail V. Goremyko; Nikita Frolov; А. А. Короновский; Alexander E. Hramov,Vladimir Maksimenko,2016.0,10.1103/physreve.94.052205,https://pubmed.ncbi.nlm.nih.gov/27967153,,,Physical Review E,94,5,,American Physical Society (APS),en,https://doi.org/10.1103/physreve.94.052205,0.9,resolved,openalex,2026-08-16T22:32:57Z,X012,"We study excitation and suppression of chimera states in an ensemble of nonlocally coupled oscillators arranged in a framework of multiplex network. We consider the homogeneous network (all identical oscillators) with different parametric cases and interlayer heterogeneity by introducing parameter mismatch between the layers. We show the feasibility to suppress chimera states in the multiplex network via moderate interlayer interaction between a layer exhibiting chimera state and other layers which are in a coherent or incoherent state. On the contrary, for larger interlayer coupling, we observe the emergence of identical chimera states in both layers which we call an interlayer chimera state. We map the spatiotemporal behavior in a wide range of parameters, varying interlayer coupling strength and phase lag in two and three multiplexing layers. We also prove the emergence of interlayer chimera states in a multiplex network via evaluation of a continuous model. Furthermore, we consider the two-layered network of Hindmarsh-Rose neurons and reveal that in such a system multiplex interaction between layers is capable of exciting not only the synchronous interlayer chimera state but also nonidentical chimera patterns.",Chimera (genetics); Multiplexing; Multiplex; Homogeneous; Coupling strength; Excitation; Physics; Parametric statistics; Materials science; Statistical physics; Computer science; Condensed matter physics,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 6},"X012.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A357,101016jultsonch201508022,The secondary Bjerknes force between two gas bubbles under dual-frequency acoustic excitation,Yuning Zhang; Yuning Zhang; Shengcai Li,Yuning Zhang,2015.0,10.1016/j.ultsonch.2015.08.022,https://pubmed.ncbi.nlm.nih.gov/26584991,,,Ultrasonics Sonochemistry,29,,129-145,Elsevier BV,en,https://doi.org/10.1016/j.ultsonch.2015.08.022,0.9,resolved,openalex,2026-08-16T22:32:57Z,X012,"The secondary Bjerknes force is one of the essential mechanisms of mutual interactions between bubbles oscillating in a sound field. The dual-frequency acoustic excitation has been applied in several fields such as sonochemistry, biomedicine and material engineering. In this paper, the secondary Bjerknes force under dual-frequency excitation is investigated both analytically and numerically within a large parameter zone. The unique characteristics (i.e., the complicated patterns of the parameter zone for sign change and the combination resonances) of the secondary Bjerknes force under dual-frequency excitation are revealed. Moreover, the influence of several parameters (e.g., the pressure amplitude, the bubble distance and the phase difference between sound waves) on the secondary Bjerknes force is also investigated numerically.",Excitation; Bubble; Physics; Sound pressure; Mechanics; Amplitude; Acoustics; Sonochemistry; Classical mechanics; Optics; Quantum mechanics,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 6},"X012.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A358,101016jultsonch201610022,Combination and simultaneous resonances of gas bubbles oscillating in liquids under dual-frequency acoustic excitation,Yuning Zhang; Yuning Zhang; Shengcai Li,Yuning Zhang,2016.0,10.1016/j.ultsonch.2016.10.022,https://pubmed.ncbi.nlm.nih.gov/27818004,,,Ultrasonics Sonochemistry,35,,431-439,Elsevier BV,en,https://doi.org/10.1016/j.ultsonch.2016.10.022,0.9,resolved,openalex,2026-08-16T22:32:58Z,X012,,Harmonics; Bubble; Excitation; Resonance (particle physics); Amplitude; Sonochemistry; Acoustics; Nonlinear Oscillations; Nonlinear system; Acoustic resonance; Atomic physics; Physics,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 6},"X012.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:abstract",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A359,101016jcombustflame201609018,On the merits of extrapolation-based stiff ODE solvers for combustion CFD,Abdurrahman İmren; Daniel C. Haworth,Abdurrahman İmren,2016.0,10.1016/j.combustflame.2016.09.018,,,,Combustion and Flame,174,,1-15,Elsevier BV,en,https://doi.org/10.1016/j.combustflame.2016.09.018,0.9,resolved,openalex,2026-08-16T22:32:59Z,X012,"In applications including compression-ignition engines, there is a need to accommodate more realistic chemistry in computational fluid dynamics (CFD) simulations. Here, we consider approaches where a chemical mechanism is implemented in an application CFD code, an operator-splitting strategy is used to isolate the chemical source terms, and a stiff ordinary differential equation (ODE) solver is used to compute the changes in composition due to chemical reactions for each computational element. Chemical source terms often dominate the computational effort, and reducing the high computational cost associated with realistic chemistry has been the subject of extensive research. This includes work on improved stiff ODE solvers, which in most cases has centered on backward differentiation formula (BDF) methods. Here a different class of solvers is considered, based on extrapolation methods. Key elements of stiff ODE solvers are reviewed briefly, focusing on differences between BDF methods and extrapolation methods. Issues related to using a stiff ODE solver with operator splitting in a CFD code (where the solver is repeatedly stopped and restarted) are emphasized. Homogeneous-reactor results are presented first. There the relationship between user-specified error tolerances and solution accuracy is explored, tradeoffs between accuracy and CPU time are shown, and close-to-linear increase in CPU time with increasing chemical mechanism size is demonstrated. Engine results are presented next, including both homogeneous-charge compression-ignition engines, and direct-injection (nonhomogeneous) compression-ignition engines. There some results are presented where the stiff ODE solver is combined with a dynamic adaptive chemistry scheme. In all cases, it is found that the extrapolation solver offers significant advantages in accuracy and computational efficiency compared to the BDF solver. While the results presented are for one BDF solver (CVODE) and one extrapolation solver (SEULEX), it is anticipated that the insight into how stiff ODE solvers behave in combustion CFD will be broadly applicable to other solvers in these general classes.",Ode; Solver; Extrapolation; Computational fluid dynamics; Stiff equation; Computer science; Applied mathematics; Ordinary differential equation; Computational science; Differential equation; Mathematics; Mechanics,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 6},"X012.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",EXCLUSION_SUPPRESSED,,,,,"{""EC-38"": {""status"": ""SUPPRESSED"", ""decision"": ""meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""abstract"", ""quote"": ""In applications including compression-ignition engines, there is a need to accommodate more realistic chemistry in computational fluid dynamics (CFD) simulations."", ""quote_valid"": true, ""span"": [11, 52], ""used"": true}}","EXCLUSION_SUPPRESSED: the model returned an excluding verdict on EC-38 which passed the evidence gate. Flag-only is in force for this provider, so the record was NOT excluded and needs human review."
A360,101016jultsonch201703058,Chaotic oscillations of gas bubbles under dual-frequency acoustic excitation,Yuning Zhang; Yuning Zhang,Yuning Zhang,2017.0,10.1016/j.ultsonch.2017.03.058,https://pubmed.ncbi.nlm.nih.gov/28412092,,,Ultrasonics Sonochemistry,40,,151-157,Elsevier BV,en,https://doi.org/10.1016/j.ultsonch.2017.03.058,0.9,resolved,openalex,2026-08-16T22:32:59Z,X012,"Chaotic oscillation of bubbles in liquids reduces the efficiency of the sonochemical system and should be suppressed in the practical applications. In the present paper, a chaos control method based on the dual-frequency approach is numerically investigated and is proved to be an effective method even for cases with intensive energy input. It was found that the chaos could be successfully suppressed by the application of dual-frequency approach in a wide range of parameter zone (even with high acoustic pressure amplitude). Furthermore, influences of power allocation between two waves on the chaos control are quantitatively discussed with clear descriptions of the routes from stable oscillations to chaos.",Chaotic; Oscillation (cell signaling); CHAOS (operating system); Dual (grammatical number); Range (aeronautics); Amplitude; Excitation; Control theory (sociology); Power (physics); Mechanics; Physics; Acoustics,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 6},"X012.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A361,101016jphysleta201602049,The role of extreme orbits in the global organization of periodic regions in parameter space for one dimensional maps,Diogo Ricardo da Costa; Matheus Hansen; Gustavo Guarise; Rene O. Medrano-T; Edson D. Leonel,Diogo Ricardo da Costa,2016.0,10.1016/j.physleta.2016.02.049,,,,Physics Letters A,380,18-19,1610-1614,Elsevier BV,en,https://doi.org/10.1016/j.physleta.2016.02.049,0.9,resolved,openalex,2026-08-16T22:32:59Z,X012,,Physics; Dissipative system; Parameter space; Nonlinear system; Statistical physics; Formalism (music); Logistic map; Space (punctuation); Periodic orbits; Distribution (mathematics); Classical mechanics; Mathematical analysis,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X012.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:abstract",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
A362,101016jcombustflame201702005,An investigation of GPU-based stiff chemical kinetics integration methods,Nicholas Curtis; Kyle E. Niemeyer; Chih‐Jen Sung,Nicholas Curtis,2017.0,10.1016/j.combustflame.2017.02.005,,,,Combustion and Flame,179,,312-324,Elsevier BV,en,https://doi.org/10.1016/j.combustflame.2017.02.005,0.9,resolved,openalex,2026-08-16T22:33:12Z,X012,"A fifth-order implicit Runge-Kutta method and two fourth-order exponential integration methods equipped with Krylov subspace approximations were implemented for the GPU and paired with the analytical chemical kinetic Jacobian software pyJac. The performance of each algorithm was evaluated by integrating thermochemical state data sampled from stochastic partially stirred reactor simulations and compared with the commonly used CPU-based implicit integrator CVODE. We estimated that the implicit Runge-Kutta method running on a single GPU is equivalent to CVODE running on 12-38 CPU cores for integration of a single global integration time step of 1e-6 s with hydrogen and methane models. In the stiffest case studied---the methane model with a global integration time step of 1e-4 s---thread divergence and higher memory traffic significantly decreased GPU performance to the equivalent of CVODE running on approximately three CPU cores. The exponential integration algorithms performed more slowly than the implicit integrators on both the CPU and GPU. Thread divergence and memory traffic were identified as the main limiters of GPU integrator performance, and techniques to mitigate these issues were discussed. Use of a finite-difference Jacobian on the GPU---in place of the analytical Jacobian provided by pyJac---greatly decreased integrator performance due to thread divergence, resulting in maximum slowdowns of 7.11-240.96 times; in comparison, the corresponding slowdowns on the CPU were just 1.39-2.61 times, underscoring the importance of use of an analytical Jacobian for efficient GPU integration. Finally, future research directions for working towards enabling realistic chemistry in reactive-flow simulations via GPU\slash SIMD accelerated stiff chemical kinetic integration were identified.",Kinetics; Computational science; Chemical kinetics; Computer science; Chemistry; Parallel computing; Thermodynamics; Physics; Classical mechanics,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref', 'abstract': 'unpaywall'}","{'crossref': 6, 'unpaywall': 1}","X012.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR; abstract:UN | missing:-",PASS_CLEAN,,,EC-38,,"{""EC-38"": {""status"": ""MET"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}",PASS_CLEAN: all EL criteria MET.
