local_id,source_key,title,authors,first_author,year,doi,pmid,pmcid,arxiv,venue,volume,issue,pages,publisher,lang,url,confidence,status,provenance,last_checked,parents,abstract,keywords,open_access,doc_type,hit_openalex,hit_crossref,hit_semanticscholar,match_strategy,winner_source,field_sources,filled_by_source_counts,resolver_notes,il_outcome,il_failed_ids,il_missing_ids,il_met_ids,il_uncertain_ids,il_evidence_json,il_reason_summary
A014,101097jcp0b013e31818a6d25,Influence of Olanzapine on QT Variability and Complexity Measures of Heart Rate in Patients With Schizophrenia,Karl‐Jürgen Bär; Mandy Koschke; Sandy Berger; Steffen Schulz; Manuel E. Tancer; Andreas Voss; Vikram K. Yeragani,Karl‐Jürgen Bär,2008.0,10.1097/jcp.0b013e31818a6d25,https://pubmed.ncbi.nlm.nih.gov/19011440,,,Journal of Clinical Psychopharmacology,28,6,694-698,Ovid Technologies (Wolters Kluwer Health),en,https://doi.org/10.1097/jcp.0b013e31818a6d25,0.9,resolved,openalex,2026-08-16T22:28:36Z,X001,"Previous studies have shown that untreated patients with acute schizophrenia present with reduced heart rate variability and complexity as well as increased QT variability. This autonomic dysregulation might contribute to increased cardiac morbidity and mortality in these patients. However, the additional effects of newer antipsychotics on autonomic dysfunction have not been investigated, applying these new cardiac parameters to gain information about the regulation at sinus node level as well as the susceptibility to arrhythmias. We have investigated 15 patients with acute schizophrenia before and after established olanzapine treatment and compared them with matched controls. New nonlinear parameters (approximate entropy, compression entropy, fractal dimension) of heart rate variability and also the QT-variability index were calculated. In accordance with previous results, we have observed reduced complexity of heart rate regulation in untreated patients. Furthermore, the QT-variability index was significantly increased in unmedicated patients, indicating increased repolarization lability. Reduction of the heart rate regulation complexity after olanzapine treatment was seen, as measured by compression entropy of heart rate. No change in QT variability was observed after treatment. This study shows that unmedicated patients with acute schizophrenia experience autonomic dysfunction. Olanzapine treatment seems to have very little additional impact in regard to the QT variability. However, the decrease in heart rate complexity after olanzapine treatment suggests decreased cardiac vagal function, which may increase the risk for cardiac mortality. Further studies are warranted to gain more insight into cardiac regulation in schizophrenia and the effect of novel antipsychotics.",Olanzapine; Heart rate variability; Cardiology; Heart rate; Internal medicine; Medicine; Vagal tone; Schizophrenia (object-oriented programming); Long QT syndrome; Electrocardiography; QT interval; Clozapine,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X001.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",EXCLUSION_SUPPRESSED,,,,,"{""IC-1"": {""status"": ""SUPPRESSED"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}","EXCLUSION_SUPPRESSED: the model answered not_meet on IC-1 — a removal justified by absence, which is never auto-acted, whatever the provider (flag-only is in force for this provider besides). The record was NOT excluded and needs human review."
A281,101016jbiopsycho201710008,Cardiac vagal control as a marker of emotion regulation in healthy adults: A review,Stefania Balzarotti; Federica Biassoni; Barbara Colombo; Maria Rita Ciceri,Stefania Balzarotti,2017.0,10.1016/j.biopsycho.2017.10.008,https://pubmed.ncbi.nlm.nih.gov/29079304,,,Biological Psychology,130,,54-66,Elsevier BV,en,https://doi.org/10.1016/j.biopsycho.2017.10.008,0.9,resolved,openalex,2026-08-16T22:32:09Z,X008,,Vagal tone; Psychology; Vagus nerve; Emotional regulation; Affect (linguistics); Reactivity (psychology); Cognition; Autoregulation; Neuroscience; Heart rate variability; Developmental psychology; Medicine,False,article,True,True,True,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 6},"X008.R000 resolved | hits:OA,CR,S2 | winner:- | filled:venue:CR; lang:CR | missing:abstract",EXCLUSION_SUPPRESSED,,,,,"{""IC-1"": {""status"": ""SUPPRESSED"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}","EXCLUSION_SUPPRESSED: the model answered not_meet on IC-1 — a removal justified by absence, which is never auto-acted, whatever the provider (flag-only is in force for this provider besides). The record was NOT excluded and needs human review."
A284,101016jbiopsycho201902005,Resting respiratory sinus arrhythmia and posttraumatic stress disorder: A meta-analysis,Allison A. Campbell; Blair E. Wisco; Paul J. Silvia; Natalie G. Gay,Allison A. Campbell,2019.0,10.1016/j.biopsycho.2019.02.005,https://pubmed.ncbi.nlm.nih.gov/30779926,,,Biological Psychology,144,,125-135,Elsevier BV,en,https://doi.org/10.1016/j.biopsycho.2019.02.005,0.9,resolved,openalex,2026-08-16T22:32:11Z,X008,"Respiratory sinus arrhythmia (RSA) has been examined as a psychophysiological marker of stress vulnerability. Research indicates that low resting RSA is associated with physical and mental health problems, including posttraumatic stress disorder (PTSD). Some research suggests that people diagnosed with PTSD have lower RSA than people without PTSD, but findings have been mixed and the overall magnitude of this effect is unknown, indicating the need for a comprehensive meta-analysis. This meta-analysis examined the association between PTSD and baseline RSA in 55 studies, including 12 unpublished studies, with a total sample size of 6689. Studies were included if they used a PTSD measure, a baseline measure of RSA, and involved humans. Studies were excluded if they were not available in English, did not present quantitative data, presented duplicate data, were a case series, or did not provide results required for computing an effect size. The meta-analysis indicated there is a small but significant association between PTSD and RSA (g = -0.26; 95% CI = -0.35, -0.16) with moderate heterogeneity. Moderator analyses suggested that effects are larger for adults than for children and for DSM-5 PTSD measures than for non-DSM referenced measures. We found some evidence for publication bias among the meta-analysis findings. Overall, there is a small but reliable association between PTSD and lower resting RSA, providing support for further research examining the complex relationship between parasympathetic activity and PTSD.",Vagal tone; Moderation; Meta-analysis; Psychology; Posttraumatic stress; Clinical psychology; Comorbidity; Publication bias; Association (psychology); Psychiatry; Heart rate variability; Internal medicine,False,article,True,True,True,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref', 'abstract': 'semanticscholar'}","{'crossref': 6, 'semanticscholar': 1}","X008.R000 resolved | hits:OA,CR,S2 | winner:- | filled:venue:CR; lang:CR; abstract:SE | missing:-",EXCLUSION_SUPPRESSED,,,,,"{""IC-1"": {""status"": ""SUPPRESSED"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}","EXCLUSION_SUPPRESSED: the model answered not_meet on IC-1 — a removal justified by absence, which is never auto-acted, whatever the provider (flag-only is in force for this provider besides). The record was NOT excluded and needs human review."
A285,1030773pi20190112,Posttraumatic Stress Disorder and Alterations in Resting Heart Rate Variability: A Systematic Review and Meta-Analysis,Fenfen Ge; Minlan Yuan; Ying Li; Wei Zhang,Fenfen Ge,2020.0,10.30773/pi.2019.0112,https://pubmed.ncbi.nlm.nih.gov/31995968,,,Psychiatry Investigation,17,1,9-20,Korean Neuropsychiatric Association,en,https://doi.org/10.30773/pi.2019.0112,0.9,resolved,openalex,2026-08-16T22:32:11Z,X008,"OBJECTIVE: The functions of both the central and peripheral autonomic nervous system, indexed by heart rate variability (HRV), are affected by psychology and physiology. This review summarizes the results of studies comparing the evaluation of HRV parameters between individuals with posttraumatic stress disorder (PTSD) and healthy controls. METHODS: Eligible studies (n=499) were identified through literature searches of the EMBASE, Medline, PubMed and Web of Science databases. Nineteen studies met our inclusion criteria. A random effects model was used, and standardized mean differences for highfrequency HRV(HF-HRV), low-frequency HRV(LF-HRV) and the root mean square of successive R-R interval differences (RMSSD) were calculated. RESULTS: Significant effects were found for HF-HRV [p<0.0001, Z=4.18; Hedges'g=-1.58, 95% confidence interval (CI) (-2.32, -0.84); k=14] and RMSSD [p<0.00001, Z=4.80; Hedges'g=-1.96, 95% CI (-2.76, -1.16); k=9] relative to healthy controls. Considerable heterogeneity was revealed, but the main effects for HF-HRV and RMSSD were robust in subsequent meta-regression and subgroup analyses. CONCLUSION: Given the relationships among low vagal state, inflammation, and alterations in brain structure and function, including executive function and emotion regulation, reduced HRV may be regarded as an endophenotype in PTSD research.",Heart rate variability; Meta-analysis; Confidence interval; Endophenotype; Medicine; Autonomic function; Internal medicine; Autonomic nervous system; Strictly standardized mean difference; Cardiology; Web of science; Clinical psychology,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X008.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",EXCLUSION_SUPPRESSED,,,,,"{""IC-1"": {""status"": ""SUPPRESSED"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}","EXCLUSION_SUPPRESSED: the model answered not_meet on IC-1 — a removal justified by absence, which is never auto-acted, whatever the provider (flag-only is in force for this provider besides). The record was NOT excluded and needs human review."
A292,101016jjbct202101004,Utility of Psychophysiological Metrics in Guiding Treatment of Trauma Symptoms: A Systematic Review,Michelle Yang; Noor Mady; Outi Linnaranta,Michelle Yang,2021.0,10.1016/j.jbct.2021.01.004,,,,Journal of Behavioral and Cognitive Therapy,31,3,249-266,Elsevier BV,en,https://doi.org/10.1016/j.jbct.2021.01.004,0.9,resolved,openalex,2026-08-16T22:32:13Z,X008,"Abstract The reliability of gold standard symptom assessments of post-traumatic stress disorder (PTSD) can be compromised by memory, emotional or cultural bias. The use of psychophysiological measures may complement psychometrics in tracking changes during treatment in physiological response and emotion regulation. In this systematic review, we integrate knowledge about the correlation between psychometric and psychophysiological measures in 22 prospective studies with trauma-focused cognitive, exposure, pharmacological and other interventions. Our objective was to determine how physiological resting states and reactivity pre- vs. post-intervention correspond to the effect of intervention on PTSD symptoms. Trends towards normalizing physiological resting states and arousal, as measured before and after treatment, were seen to correlate with a psychometric recovery. In patients with significant changes in trauma symptoms, pre- vs. post-treatment resting heart rate, heart rate reactivity to trauma cues and skin conductance decreased, and heart rate variability increased. Electromyography could measure adaptive decreases in startle responses to exposure content. Both blood pressure raw values and reactivity decreased post-treatment following cognitive therapy. Additional longitudinal studies are needed to explore standard testing paradigms that can be used for psychophysiological measures, and the corresponding cut-off levels that can indicate healthy and abnormal treatment response levels. The current findings stress a need for the development of a psychophysiological methodology that is feasible and reliable during experimental and clinical procedures to elucidate the effects of trauma intervention on emotional processing. Systematic review PROSPERO registration ID:CRD42021227774.",Arousal; Heart rate; Heart rate variability; Psychophysiology; Clinical psychology; Cognition; Psychology; Gold standard (test); Psychological intervention; Startle response; Traumatic stress; Intervention (counseling),False,article,True,True,True,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref', 'abstract': 'semanticscholar'}","{'crossref': 7, 'semanticscholar': 1}","X008.R000 resolved | hits:OA,CR,S2 | winner:- | filled:venue:CR; lang:CR; abstract:SE | missing:-",PASS_CLEAN,,,IC-1,,"{""IC-1"": {""status"": ""MET"", ""decision"": ""meet"", ""confidence"": 0.85, ""threshold"": 0.6, ""field"": ""title"", ""quote"": ""Utility of Psychophysiological Metrics in Guiding Treatment of Trauma Symptoms: A Systematic Review"", ""quote_valid"": true, ""span"": null, ""used"": true}}",PASS_CLEAN: all IL criteria MET.
A406,101097chi0b013e31802b91ea,Externalizing and Internalizing Problems in Relation to Autonomic Function,Andrea Dietrich; Harriëtte Riese; Frouke Sondeijker; Kirstin Greaves‐Lord; Arie M. van Roon; Johan Ormel; Jan Neeleman; Judith G.M. Rosmalen,Andrea Dietrich,2007.0,10.1097/chi.0b013e31802b91ea,https://pubmed.ncbi.nlm.nih.gov/17314724,,,Journal of the American Academy of Child &amp; Adolescent Psychiatry,46,3,378-386,Elsevier BV,en,https://doi.org/10.1097/chi.0b013e31802b91ea,0.9,resolved,openalex,2026-08-16T22:33:43Z,X013,,Vagal tone; Supine position; Psychology; Autonomic nervous system; Child Behavior Checklist; Autonomic function; Baroreflex; Heart rate; Population; Developmental psychology; Prospective cohort study; Cohort,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:abstract",PASS_CLEAN,,,IC-1,,"{""IC-1"": {""status"": ""MET"", ""decision"": ""meet"", ""confidence"": 0.85, ""threshold"": 0.6, ""field"": ""keywords"", ""quote"": ""Vagal tone"", ""quote_valid"": true, ""span"": [0, 7], ""used"": true}}",PASS_CLEAN: all IL criteria MET.
A416,101111jcpp12175,A prospective study of heart rate and externalising behaviours in young children,Bram Dierckx; Rianne Kok; J.H.M. Tulen; Vincent W. V. Jaddoe; Albert Hofman; Frank C. Verhulst; Marian J. Bakermans‐Kranenburg; Marinus H. van IJzendoorn; Henning Tiemeier,Bram Dierckx,2013.0,10.1111/jcpp.12175,https://pubmed.ncbi.nlm.nih.gov/24795956,,,Journal of Child Psychology and Psychiatry,55,4,402-410,Wiley,en,https://doi.org/10.1111/jcpp.12175,0.9,resolved,openalex,2026-08-16T22:33:51Z,X013,"BACKGROUND: Low heart rate predicts externalising and delinquent behaviour in adults, adolescents and school-age children. In younger children the evidence is less clear. Moreover, the specificity of the relation between the autonomic nervous system and different forms of externalising behaviour is uncertain. We investigated the longitudinal relation between resting mean heart rate and different externalising behaviours. METHODS: In 412 children of the Generation R Study, we measured resting mean heart rate at 14 months. At 3 years, child problem behaviour was assessed by the mother with the Child Behavior Checklist. In a gift delay task, we observed whether children were compliant and whether they lied about their noncompliance. The association of heart rate with behaviour was contrasted with the effect of harsh parenting. RESULTS: In our main analysis, we examined the association between heart rate and reported and observed child behaviour. For comparison, the association of heart rate with behaviour was contrasted with the effect of harsh parenting. Mean heart rate was positively associated with Anxious/Depressed scale scores (β = .1, 95% CI = 0.01; 0.2, p = .04), but not with Aggressive Behaviour (β = .02; 95% CI = −0.1; 0.1, p = .8) nor Attention Problem scale scores (β = .08, 95% CI = −0.3; 0.5, p = .8). We could not demonstrate an association between mean heart rate and noncompliance during the gift delay task (OR = 1.14, 95% CI = 0.9; 1.1, p = .2), but lower heart rate predicted higher odds of the child lying (OR = 0.56, 95% CI = 0.3; 0.9, p = .03). In contrast, harsh parenting was associated with mother-reported Aggressive Behaviour (β = .7, 95% CI = 0.4; 0.9, p < .001) and Attention Problems (β = .2, 95% CI = 0.1; 0.3, p < .001), but not with observed lying (OR = 1.03, 95% CI = 0.8; 1.4, p = .8). CONCLUSIONS: Lower resting mean heart rate at age 14 months predicts low anxiety symptoms and higher odds of lying at age 3 years. Low resting mean heart rate may be less an indicator of early childhood aggression than of fearless behaviour.",Heart rate; Child Behavior Checklist; Psychology; Association (psychology); Odds ratio; Developmental psychology; Autonomic nervous system; Checklist; Heart rate variability; Odds; Cardiology; Pediatrics,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",EXCLUSION_SUPPRESSED,,,,,"{""IC-1"": {""status"": ""SUPPRESSED"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}","EXCLUSION_SUPPRESSED: the model answered not_meet on IC-1 — a removal justified by absence, which is never auto-acted, whatever the provider (flag-only is in force for this provider besides). The record was NOT excluded and needs human review."
A431,101111j14698986200900851x,Facial EMG and heart rate responses to emotion‐inducing film clips in boys with disruptive behavior disorders,Minet de Wied; A. van Boxtel; Jocelyne A. Posthumus; Paul P. Goudena; Walter Matthys,Minet de Wied,2009.0,10.1111/j.1469-8986.2009.00851.x,https://pubmed.ncbi.nlm.nih.gov/19549069,,,Psychophysiology,46,5,996-1004,Wiley,en,https://doi.org/10.1111/j.1469-8986.2009.00851.x,0.9,resolved,openalex,2026-08-16T22:33:58Z,X013,"We examined aspects of emotional empathy across different physiological response systems in boys with disruptive behavior disorders (DBD) and normal controls. Heart rate (HR) and electromyographic (EMG) reactivity in zygomaticus major and corrugator supercilii muscles were monitored during sadness-, anger-, or happiness-inducing film clips. Relative to controls, DBD boys showed significantly less HR reduction during sadness, and a smaller increase in corrugator EMG activity both during sadness and anger. No significant group differences emerged in HR and zygomaticus EMG responsivity during happiness. We also examined cardiac activity at rest and found higher resting HR and lower respiratory sinus arrhythmia in DBD boys compared to controls. Findings give evidence for a selective impairment in empathy with sadness and anger (not happiness) among DBD boys who exhibit relatively high levels of anxiety and poor emotional control.",Sadness; Psychology; Anger; Vagal tone; Happiness; Facial electromyography; Audiology; Heart rate; Empathy; Anxiety; Developmental psychology; Clinical psychology,False,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",EXCLUSION_SUPPRESSED,,,,,"{""IC-1"": {""status"": ""SUPPRESSED"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}","EXCLUSION_SUPPRESSED: the model answered not_meet on IC-1 — a removal justified by absence, which is never auto-acted, whatever the provider (flag-only is in force for this provider besides). The record was NOT excluded and needs human review."
A452,101007s0078701507905,Variability in emotional/behavioral problems in boys with oppositional defiant disorder or conduct disorder: the role of arousal,Jantiene Schoorl; Sophie van Rijn; Minet de Wied; Stephanie H.M. van Goozen; Hanna Swaab,Jantiene Schoorl,2015.0,10.1007/s00787-015-0790-5,https://pubmed.ncbi.nlm.nih.gov/26608403,,,European Child &amp; Adolescent Psychiatry,25,8,821-830,Springer Science and Business Media LLC,en,https://doi.org/10.1007/s00787-015-0790-5,0.9,resolved,openalex,2026-08-16T22:34:17Z,X013,"It is often reported that children with oppositional defiant disorder (ODD) or conduct disorder (CD) are under-aroused. However, the evidence is mixed, with some children with ODD/CD displaying high arousal. This has led to the hypothesis that different profiles of arousal dysfunction may exist within children with ODD/CD. This knowledge could explain variability within children with ODD/CD, both in terms of specific types of aggression as well as comorbid symptoms (e.g., other emotional/behavioral problems). We measured heart rate variability (HRV), heart rate (HR) and skin conductance level (SCL) during rest and stress, and obtained parent and teacher reports of aggression, anxiety, attention problems and autism traits in a sample of 66 ODD/CD and 36 non-clinical boys (aged 8-12 years). The ODD/CD group scored significantly higher on aggression, anxiety, attention problems and autism traits than the controls; boys with ODD/CD also had higher resting HRs than controls, but HR stress, HRV and SCL did not differ. Hierarchical regressions showed different physiological profiles in subgroups of boys with ODD/CD based on their type of aggression; a pattern of high baseline HR and SCL, but low stress HRV was related to reactive aggression, whereas the opposite physiological pattern (low HR, low stress SCL, high stress HRV) was related to proactive aggression. Furthermore, high stress SCL was related to anxiety symptoms, whereas low stress SCL was related to attention problems. These findings are important because they indicate heterogeneity within boys with ODD/CD and highlight the importance of using physiology to differentiate boys with different ODD/CD subtypes.",Aggression; Psychology; Arousal; Anxiety; Conduct disorder; Heart rate variability; Autism; Clinical psychology; Developmental psychology; Heart rate; Psychiatry; Internal medicine,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",EXCLUSION_SUPPRESSED,,,,,"{""IC-1"": {""status"": ""SUPPRESSED"", ""decision"": ""not_meet"", ""confidence"": 0.9, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}","EXCLUSION_SUPPRESSED: the model answered not_meet on IC-1 — a removal justified by absence, which is never auto-acted, whatever the provider (flag-only is in force for this provider besides). The record was NOT excluded and needs human review."
A455,101111j15327795200800557x,Problem Behavior and Heart Rate Reactivity in Adopted Adolescents: Longitudinal and Concurrent Relations,Nicole Bimmel; Marinus H. van IJzendoorn; Marian J. Bakermans‐Kranenburg; Femmie Juffer; Eco J. C. de Geus,Nicole Bimmel,2008.0,10.1111/j.1532-7795.2008.00557.x,,,,Journal of Research on Adolescence,18,2,201-214,Wiley,en,https://doi.org/10.1111/j.1532-7795.2008.00557.x,0.9,resolved,openalex,2026-08-16T22:34:19Z,X013,"The present longitudinal study examined resting heart rate and heart rate variability and reactivity to a stressful gambling task in adopted adolescents with aggressive, delinquent, or internalizing behavior problems and adopted adolescents without behavior problems (total N =151). Early‐onset delinquent adolescents showed heart rate hypo reactivity to the stress‐eliciting gambling task compared to late‐onset delinquent adolescents and adolescents without behavior problems. Heart rate, heart rate variability, and reactivity to stress were not related to environmental factors such as early‐childhood parental sensitivity, parental socioeconomic status, or adoptee's health status at arrival. We conclude that the distinction between delinquency and aggression and between childhood‐onset and adolescence‐onset delinquency is important for the study of stress reactivity in adolescents.",Reactivity (psychology); Juvenile delinquency; Psychology; Socioeconomic status; Aggression; Longitudinal study; Developmental psychology; Heart rate; Injury prevention; Poison control; Clinical psychology; Demography,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref'}",{'crossref': 7},"X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR | missing:-",EXCLUSION_SUPPRESSED,,,,,"{""IC-1"": {""status"": ""SUPPRESSED"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}","EXCLUSION_SUPPRESSED: the model answered not_meet on IC-1 — a removal justified by absence, which is never auto-acted, whatever the provider (flag-only is in force for this provider besides). The record was NOT excluded and needs human review."
A459,101007s0078701710013,Autonomic arousal in anxious and typically developing youth during a stressor involving error feedback,Michelle Rozenman; Alexandra Sturm; James T. McCracken; John Piacentini,Michelle Rozenman,2017.0,10.1007/s00787-017-1001-3,https://pubmed.ncbi.nlm.nih.gov/28527019,,,European Child &amp; Adolescent Psychiatry,26,12,1423-1432,Springer Science and Business Media LLC,en,https://doi.org/10.1007/s00787-017-1001-3,0.9,resolved,openalex,2026-08-16T22:34:21Z,X013,"Anxiety has been proposed to influence psychophysiological reactivity in children and adolescents. However, the extant empirical literature has not always found physiological reactivity to be associated with anxiety in youth. Further, most investigations have not examined psychophysiological reactivity in real time over the course of acute stress. To test the impact of anxiety disorder status on autonomic arousal in youth, we compared youth with primary anxiety disorders (N&nbsp;=&nbsp;24) to typically developing (TD) youth (N&nbsp;=&nbsp;22) on heart rate (HR), heart rate variability (HRV), and respiratory sinus arrhythmia (RSA) during an acute stressor in which youth received error-related feedback. We also conducted exploratory analyses on youth performance during the task. Youth ages 9–17 participated in the arithmetic portion of the Trier Social Stress Test for Children (Buske-Kirschbaum et al., Psychosom 59:419–426, 1997), during which time they received consecutive, standardized feedback that they made calculation errors. Results indicated that, compared to their TD counterparts, the anxious group demonstrated elevated HR and suppressed HRV during initial provision of error feedback and during the recovery period. No group differences were found for RSA. Additionally, overall TD youth made a greater proportion of errors than anxious youth. Clinically, these findings may provide preliminary support for anxious youth exhibiting physiological reactivity in response to receipt of error-related feedback, and may have implications for understanding biological processes during stress. This work underscores the need for further study of when and how anxiety may influence autonomic reactivity over the course of stress.",Arousal; Child and adolescent psychiatry; Stressor; Psychology; Anxiety; Developmental psychology; Clinical psychology; Psychiatry; Neuroscience,True,article,True,True,False,doi,,"{'venue': 'crossref', 'volume': 'crossref', 'issue': 'crossref', 'pages': 'crossref', 'publisher': 'crossref', 'url': 'crossref', 'lang': 'crossref', 'abstract': 'unpaywall'}","{'crossref': 7, 'unpaywall': 1}","X013.R000 resolved | hits:OA,CR | winner:- | filled:venue:CR; lang:CR; abstract:UN | missing:-",EXCLUSION_SUPPRESSED,,,,,"{""IC-1"": {""status"": ""SUPPRESSED"", ""decision"": ""not_meet"", ""confidence"": 0.8, ""threshold"": 0.6, ""field"": ""title"", ""quote"": """", ""quote_valid"": false, ""span"": null, ""used"": true}}","EXCLUSION_SUPPRESSED: the model answered not_meet on IC-1 — a removal justified by absence, which is never auto-acted, whatever the provider (flag-only is in force for this provider besides). The record was NOT excluded and needs human review."
